GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0044257	P	cellular protein catabolic process	12	665	315	37767	0.012	0.18	// A0A0D3CYR2 // A0A0D3CWE6 // A0A0D3CVS3 // A0A0D3CZ14 // A0A0D3CWE3 // A0A0D3CZC3 // A0A0D3CZC2 // A0A0D3CVJ2 // A0A0D3D1S2 // A0A0D3CYF1 // A0A0D3CVS8 // A0A0D3CY86 
GO:0005996	P	monosaccharide metabolic process	8	665	168	37767	0.012	0.18	// A0A0D3CYR2 // A0A0D3CWE6 // A0A0D3D1B1 // A0A0D3CVJ2 // A0A0D3CVS9 // A0A0D3CVT0 // A0A0D3CVT1 // A0A0D3CYE3 
GO:0016137	P	glycoside metabolic process	6	665	104	37767	0.012	0.18	// A0A0D3CYU7 // A0A0D3CXX9 // A0A0D3D1B1 // A0A0D3CVH6 // A0A0D3CWW7 // A0A0D3D1L8 
GO:0031326	P	regulation of cellular biosynthetic process	47	665	1881	37767	0.012	0.18	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CYB1 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3CX45 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0009887	P	organ morphogenesis	10	665	241	37767	0.013	0.18	// A0A0D3EID7 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3D1B3 // A0A0D3CY01 // A0A0D3CYP4 // A0A0D3CYJ9 // A0A0D3CVI1 // A0A0D3EI65 // A0A0D3CY75 
GO:0010556	P	regulation of macromolecule biosynthetic process	46	665	1843	37767	0.013	0.19	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CYB1 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3D1S5 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3CX45 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0031323	P	regulation of cellular metabolic process	50	665	2036	37767	0.013	0.19	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3CZ29 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3CVI9 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3EI72 // A0A0D3D1G3 // A0A0D3CXN1 // A0A0D3CYB1 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3CY04 // A0A0D3EIE6 // A0A0D3CX45 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 // A0A0D3CXN0 
GO:0048869	P	cellular developmental process	17	665	520	37767	0.013	0.19	// A0A0D3EID7 // A0A0D3CZ94 // A0A0D3EIF8 // A0A0D3CY01 // A0A0D3D1M1 // A0A0D3CYZ7 // A0A0D3CYS3 // A0A0D3D1R6 // A0A0D3CVI4 // A0A0D3CYJ9 // A0A0D3CVT4 // A0A0D3EI65 // A0A0D3D1T5 // A0A0D3CWD0 // A0A0D3CY63 // A0A0D3CY36 // A0A0D3CY75 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	46	665	1847	37767	0.014	0.19	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CY04 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3D1S5 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3CX45 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0080090	P	regulation of primary metabolic process	48	665	1952	37767	0.015	0.2	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3CVI9 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3EI72 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CYB1 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3CX45 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0009856	P	pollination	7	665	145	37767	0.017	0.23	// A0A0D3CY99 // A0A0D3EIF8 // A0A0D3CYG2 // A0A0D3CVI4 // A0A0D3CY96 // A0A0D3CY95 // A0A0D3CWD0 
GO:0051276	P	chromosome organization	9	665	216	37767	0.017	0.23	// A0A0D3CVS2 // A0A0D3D1M2 // A0A0D3EIG5 // A0A0D3CYP4 // A0A0D3CYG7 // A0A0D3EIB3 // A0A0D3CY86 // A0A0D3EI72 // A0A0D3CY75 
GO:0080134	P	regulation of response to stress	5	665	83	37767	0.018	0.25	// A0A0D3CVH6 // A0A0D3EI65 // A0A0D3CYS6 // A0A0D3D1R2 // A0A0D3D1D3 
GO:0016053	P	organic acid biosynthetic process	14	665	417	37767	0.019	0.25	// A0A0D3CY23 // A0A0D3CWE6 // A0A0D3CYU3 // A0A0D3D1J6 // A0A0D3CYS6 // A0A0D3CXY3 // A0A0D3EID9 // A0A0D3CVH6 // A0A0D3D1R8 // A0A0D3CVH2 // A0A0D3CYE3 // A0A0D3CXQ0 // A0A0D3CY65 // A0A0D3CWK8 
GO:0046394	P	carboxylic acid biosynthetic process	14	665	417	37767	0.019	0.25	// A0A0D3CY23 // A0A0D3CWE6 // A0A0D3CYU3 // A0A0D3D1J6 // A0A0D3CYS6 // A0A0D3CXY3 // A0A0D3EID9 // A0A0D3CVH6 // A0A0D3D1R8 // A0A0D3CVH2 // A0A0D3CYE3 // A0A0D3CXQ0 // A0A0D3CY65 // A0A0D3CWK8 
GO:0051171	P	regulation of nitrogen compound metabolic process	46	665	1888	37767	0.019	0.25	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CY04 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3D1S5 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3CX45 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0048588	P	developmental cell growth	5	665	84	37767	0.019	0.25	// A0A0D3D1T5 // A0A0D3D1M1 // A0A0D3CWD0 // A0A0D3EIF8 // A0A0D3CVI4 
GO:0006810	P	transport	45	665	1846	37767	0.02	0.26	// A0A0D3EID7 // A0A0D3D1D7 // A0A0D3CXY6 // A0A0D3CVT5 // A0A0D3D1P5 // A0A0D3D1R6 // A0A0D3D182 // A0A0D3CX58 // A0A0D3EI79 // A0A0D3D1T5 // A0A0D3D1T0 // A0A0D3CY01 // A0A0D3D1W5 // A0A0D3CYA8 // A0A0D3CY57 // A0A0D3CYV4 // A0A0D3CXR0 // A0A0D3EIE1 // A0A0D3D1H2 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3EIG9 // A0A0D3CVJ2 // A0A0D3CY92 // A0A0D3CYJ9 // A0A0D3CY19 // A0A0D3D1U7 // A0A0D3EI65 // A0A0D3CWL8 // A0A0D3EIA8 // A0A0D3CVL4 // A0A0D3CX21 // A0A0D3CVH6 // A0A0D3D208 // A0A0D3CX40 // A0A0D3D1B3 // A0A0D3CX80 // A0A0D3CX69 // A0A0D3D1D3 // A0A0D3CYY3 // A0A0D3CZ89 // A0A0D3D142 // A0A0D3CZ64 // A0A0D3D1Z0 // A0A0D3CXQ8 
GO:0045449	P	regulation of transcription	44	665	1802	37767	0.021	0.27	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CZB2 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3CWX9 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ15 // A0A0D3CY01 // A0A0D3CVI9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CY04 // A0A0D3CXP3 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CYR0 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3D1S5 // A0A0D3CZ64 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CX45 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3D151 // A0A0D3CYW2 // A0A0D3CY88 
GO:0009657	P	plastid organization	6	665	119	37767	0.022	0.28	// A0A0D3CWI9 // A0A0D3D1D8 // A0A0D3CYH7 // A0A0D3EID1 // A0A0D3CVS8 // A0A0D3CZ64 
GO:0006644	P	phospholipid metabolic process	6	665	121	37767	0.023	0.3	// A0A0D3D1Q9 // A0A0D3D1B1 // A0A0D3D1M3 // A0A0D3CVJ2 // A0A0D3CXY2 // A0A0D3CY79 
GO:0009260	P	ribonucleotide biosynthetic process	5	665	89	37767	0.024	0.3	// A0A0D3D1R6 // A0A0D3CZ64 // A0A0D3D1U7 // A0A0D3CVL4 // A0A0D3CWP9 
GO:0048646	P	anatomical structure formation involved in morphogenesis	6	665	122	37767	0.024	0.31	// A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3D1B3 // A0A0D3CYZ7 // A0A0D3CY63 // A0A0D3CZ94 
GO:0055080	P	cation homeostasis	5	665	90	37767	0.025	0.31	// A0A0D3CVH6 // A0A0D3EID7 // A0A0D3CVS5 // A0A0D3D1V7 // A0A0D3EIG9 
GO:0022414	P	reproductive process	30	665	1161	37767	0.027	0.34	// A0A0D3CWI9 // A0A0D3EIF8 // A0A0D3EIE1 // A0A0D3D1R6 // A0A0D3CVI4 // A0A0D3EIB3 // A0A0D3D184 // A0A0D3CVT4 // A0A0D3CWM0 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3D1B3 // A0A0D3CYG2 // A0A0D3D162 // A0A0D3CWD0 // A0A0D3CVJ9 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CVS8 // A0A0D3D195 // A0A0D3CY96 // A0A0D3CWJ3 // A0A0D3CY95 // A0A0D3EI65 // A0A0D3CY99 // A0A0D3CY76 // A0A0D3CWY7 // A0A0D3CZ21 // A0A0D3D1D7 // A0A0D3CVI1 
GO:0048513	P	organ development	23	665	838	37767	0.028	0.34	// A0A0D3EID7 // A0A0D3CWI9 // A0A0D3D1M1 // A0A0D3CVI1 // A0A0D3CY86 // A0A0D3D1T5 // A0A0D3CWM0 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3CY01 // A0A0D3CWY7 // A0A0D3CVJ9 // A0A0D3EIG9 // A0A0D3EIG2 // A0A0D3CYP4 // A0A0D3CVS8 // A0A0D3CYJ9 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY75 // A0A0D3CZ21 // A0A0D3D1B3 // A0A0D3CY36 
GO:0019438	P	aromatic compound biosynthetic process	9	665	237	37767	0.028	0.34	// A0A0D3D1J6 // A0A0D3CYS6 // A0A0D3CYZ7 // A0A0D3CVH6 // A0A0D3CXQ0 // A0A0D3D1T5 // A0A0D3CY63 // A0A0D3CZ94 // A0A0D3D1R8 
GO:0044264	P	cellular polysaccharide metabolic process	6	665	127	37767	0.029	0.34	// A0A0D3BA47 // A0A0D3D1B1 // A0A0D3EIG5 // A0A0D3CYS0 // A0A0D3CY06 // A0A0D3CXR1 
GO:0048731	P	system development	23	665	839	37767	0.028	0.34	// A0A0D3EID7 // A0A0D3CWI9 // A0A0D3D1M1 // A0A0D3CVI1 // A0A0D3CY86 // A0A0D3D1T5 // A0A0D3CWM0 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3CY01 // A0A0D3CWY7 // A0A0D3CVJ9 // A0A0D3EIG9 // A0A0D3EIG2 // A0A0D3CYP4 // A0A0D3CVS8 // A0A0D3CYJ9 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3CY75 // A0A0D3CZ21 // A0A0D3D1B3 // A0A0D3CY36 
GO:0006629	P	lipid metabolic process	23	665	841	37767	0.029	0.35	// A0A0D3CWE4 // A0A0D3CWE6 // A0A0D3D1M3 // A0A0D3CWT0 // A0A0D3CXY3 // A0A0D3CXY2 // A0A0D3EID9 // A0A0D3CY65 // A0A0D3CWK8 // A0A0D3CY23 // A0A0D3D1Q9 // A0A0D3EIH8 // A0A0D3CWS8 // A0A0D3D161 // A0A0D3D164 // A0A0D3CWQ1 // A0A0D3CWQ6 // A0A0D3CVJ2 // A0A0D3CY79 // A0A0D3CVH2 // A0A0D3CY53 // A0A0D3D1B1 // A0A0D3D1D7 
GO:0010035	P	response to inorganic substance	10	665	279	37767	0.03	0.35	// A0A0D3D1B2 // A0A0D3D1K8 // A0A0D3EIG9 // A0A0D3D187 // A0A0D3CYP7 // A0A0D3CYJ9 // A0A0D3D1T5 // A0A0D3CXS5 // A0A0D3CZ32 // A0A0D3CYE8 
GO:0016568	P	chromatin modification	5	665	95	37767	0.03	0.35	// A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EI72 // A0A0D3CY75 // A0A0D3CY86 
GO:0032501	P	multicellular organismal process	49	665	2094	37767	0.03	0.35	// A0A0D3EID7 // A0A0D3CWI9 // A0A0D3EIF8 // A0A0D3D1M2 // A0A0D3D1M1 // A0A0D3CYS3 // A0A0D3D1R6 // A0A0D3CVI4 // A0A0D3EIB3 // A0A0D3D184 // A0A0D3CVT4 // A0A0D3CY86 // A0A0D3D1T5 // A0A0D3CY63 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3CY01 // A0A0D3CWM0 // A0A0D3CYG2 // A0A0D3CYZ0 // A0A0D3CYZ7 // A0A0D3CWY7 // A0A0D3CZC2 // A0A0D3D162 // A0A0D3CWD0 // A0A0D3CZ94 // A0A0D3CVJ9 // A0A0D3EIG9 // A0A0D3CZC3 // A0A0D3CVJ4 // A0A0D3EIG4 // A0A0D3EIG2 // A0A0D3CYP4 // A0A0D3CVS8 // A0A0D3CYJ9 // A0A0D3CY96 // A0A0D3CWJ3 // A0A0D3CY95 // A0A0D3EI65 // A0A0D3CY99 // A0A0D3CY75 // A0A0D3CY76 // A0A0D3CZ21 // A0A0D3D1B3 // A0A0D3CY36 // A0A0D3D1D7 // A0A0D3D195 // A0A0D3CYF1 // A0A0D3CVI1 
GO:0044238	P	primary metabolic process	180	665	8995	37767	0.03	0.35	// A0A0D3CWP6 // A0A0D3EIH8 // A0A0D3BA47 // A0A0D3CYS6 // A0A0D3CYS0 // A0A0D3CXY2 // A0A0D3CWP9 // A0A0D3EIB3 // A0A0D3CVT1 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CYK5 // A0A0D3CYK0 // A0A0D3CYK2 // A0A0D3CXP3 // A0A0D3D1K6 // A0A0D3CYR3 // A0A0D3CYR2 // A0A0D3CYR0 // A0A0D3CXY3 // A0A0D3CY78 // A0A0D3CY79 // A0A0D3CX03 // A0A0D3D1S3 // A0A0D3CWW7 // A0A0D3CZ14 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3CX81 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3CYB1 // A0A0D3CXQ0 // A0A0D3CZ96 // A0A0D3D138 // A0A0D3CWE4 // A0A0D3CYU7 // A0A0D3CWE6 // A0A0D3CYU3 // A0A0D3CXX9 // A0A0D3CX44 // A0A0D3D197 // A0A0D3D184 // A0A0D3CY66 // A0A0D3D1T6 // A0A0D3CX87 // A0A0D3CY63 // A0A0D3CZ52 // A0A0D3CYZ9 // A0A0D3CYZ8 // A0A0D3D1Q9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CYE6 // A0A0D3CZC3 // A0A0D3CYE3 // A0A0D3CYE8 // A0A0D3EIG8 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3EIG1 // A0A0D3CZ60 // A0A0D3CWL1 // A0A0D3CZ64 // A0A0D3CVS9 // A0A0D3CXZ2 // A0A0D3D1L8 // A0A0D3CVH6 // A0A0D3D1D7 // A0A0D3D1U7 // A0A0D3CVH2 // A0A0D2ZVR0 // A0A0D3D1M3 // A0A0D3D1M2 // A0A0D3CWT0 // A0A0D3D1R6 // A0A0D3CVT0 // A0A0D3CWK5 // A0A0D3CY84 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3CVI9 // A0A0D3CWK8 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3CY01 // A0A0D3CWE3 // A0A0D3CY04 // A0A0D3CYG6 // A0A0D3CY06 // A0A0D3CWS8 // A0A0D3CWX9 // A0A0D3D161 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3CVK4 // A0A0D3EIE6 // A0A0D3D1J6 // A0A0D3D1J7 // A0A0D3CVJ2 // A0A0D3CVJ4 // A0A0D3CVJ5 // A0A0D3D1S5 // A0A0D3CYN5 // A0A0D3CZA5 // A0A0D3EID9 // A0A0D3CWJ3 // A0A0D3D1S2 // A0A0D3CZA9 // A0A0D3CY53 // A0A0D3CZ02 // A0A0D3CX45 // A0A0D3EI97 // A0A0D3CZ04 // A0A0D3D1B1 // A0A0D3CY35 // A0A0D3CY36 // A0A0D3CYF1 // A0A0D3D1B9 // A0A0D3CWC9 // A0A0D3D1Z7 // A0A0D3CYW2 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3EID1 // A0A0D3CWR7 // A0A0D3CWI3 // A0A0D3D1P5 // A0A0D3D1P6 // A0A0D3CZB6 // A0A0D3CZB0 // A0A0D3CZB1 // A0A0D3CZB2 // A0A0D3D1T5 // A0A0D3EI72 // A0A0D3CY65 // A0A0D3CY23 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3CWH1 // A0A0D3CWM0 // A0A0D3CZB9 // A0A0D3CZ98 // A0A0D3D1R8 // A0A0D3D148 // A0A0D3CXR9 // A0A0D3CZ93 // A0A0D3CYA6 // A0A0D3D141 // A0A0D3CXR1 // A0A0D3CVS7 // A0A0D3CWQ1 // A0A0D3D1H2 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3CWQ6 // A0A0D3D1H8 // A0A0D3CZC2 // A0A0D3D1Q5 // A0A0D3CYP4 // A0A0D3CYP7 // A0A0D3CVS8 // A0A0D3EIC1 // A0A0D3CX26 // A0A0D3CVL4 // A0A0D3CWY7 // A0A0D3CYH4 // A0A0D3CY51 // A0A0D3CXK9 // A0A0D3D151 // A0A0D3EIA7 // A0A0D3CYN3 // A0A0D3CXX5 // A0A0D3CXS1 // A0A0D3CXS0 
GO:0019637	P	organophosphate metabolic process	6	665	130	37767	0.031	0.36	// A0A0D3D1Q9 // A0A0D3D1B1 // A0A0D3D1M3 // A0A0D3CVJ2 // A0A0D3CXY2 // A0A0D3CY79 
GO:0000003	P	reproduction	30	665	1186	37767	0.034	0.4	// A0A0D3CWI9 // A0A0D3EIF8 // A0A0D3EIE1 // A0A0D3D1R6 // A0A0D3CVI4 // A0A0D3EIB3 // A0A0D3D184 // A0A0D3CVT4 // A0A0D3CWM0 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3D1B3 // A0A0D3CYG2 // A0A0D3D162 // A0A0D3CWD0 // A0A0D3CVJ9 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CVS8 // A0A0D3D195 // A0A0D3CY96 // A0A0D3CWJ3 // A0A0D3CY95 // A0A0D3EI65 // A0A0D3CY99 // A0A0D3CY76 // A0A0D3CWY7 // A0A0D3CZ21 // A0A0D3D1D7 // A0A0D3CVI1 
